,Timestamp,High,Low,Open,Close,Volume
0,1502928000,4485.39,4200.74,4261.48,4285.08,795.150377
1,1503014400,4371.52,3938.77,4285.08,4108.37,1199.888264
2,1503100800,4184.69,3850.0,4108.37,4139.98,381.309763
3,1503187200,4211.08,4032.62,4120.98,4086.29,467.083022
4,1503273600,4119.62,3911.79,4069.13,4016.0,691.74306
5,1503360000,4104.82,3400.0,4016.0,4040.0,966.684858
6,1503446400,4265.8,4013.89,4040.0,4114.01,1001.136565
7,1503532800,4371.68,4085.01,4147.0,4316.01,787.418753
8,1503619200,4453.91,4247.48,4316.01,4280.68,573.61274
9,1503705600,4367.0,4212.41,4280.71,4337.44,228.108068
10,1503792000,4400.0,4285.54,4332.51,4310.01,350.692585
11,1503878400,4399.82,4124.54,4310.01,4386.69,603.841616
12,1503964800,4625.85,4313.55,4353.65,4587.48,603.545028
13,1504051200,4647.51,4416.01,4564.52,4555.14,808.468771
14,1504137600,4745.42,4555.14,4555.14,4724.89,556.956802
15,1504224000,4885.55,4654.88,4689.89,4834.91,560.666366
16,1504310400,4939.19,4286.87,4796.16,4472.14,929.148595
17,1504396800,4714.76,4298.33,4508.5,4509.08,691.216198
18,1504483200,4527.49,3972.51,4505.0,4100.11,1394.644614
19,1504569600,4484.99,3603.0,4106.97,4366.47,1228.938157
20,1504656000,4662.87,4335.26,4366.49,4619.77,807.363726
21,1504742400,4788.59,4438.19,4619.77,4691.61,500.429975
22,1504828800,4735.39,4028.93,4691.66,4282.8,1132.255046
23,1504915200,4426.62,4150.06,4282.8,4258.81,658.782952
24,1505001600,4283.0,3801.0,4258.81,4130.37,660.373275
25,1505088000,4334.43,4098.91,4153.62,4208.47,699.989065
26,1505174400,4394.59,4040.8,4208.6,4163.72,879.630319
27,1505260800,4165.38,3760.0,4159.72,3944.69,913.462545
28,1505347200,3993.0,3165.13,3944.0,3189.02,1665.021543
29,1505433600,3856.0,2817.0,3188.01,3700.0,1968.866492
30,1505520000,3950.0,3470.66,3674.01,3714.95,1297.563953
31,1505606400,3748.21,3499.02,3685.23,3699.99,682.17121
32,1505692800,4123.2,3690.0,3690.0,4035.01,1030.006455
33,1505779200,4089.97,3830.91,4060.0,3910.04,902.332129
34,1505865600,4046.08,3820.0,3910.04,3900.0,720.935076
35,1505952000,3910.0,3567.0,3889.99,3609.99,1001.654084
36,1506038400,3750.0,3505.55,3592.84,3595.87,838.966425
37,1506124800,3817.19,3542.91,3595.88,3780.0,752.792791
38,1506211200,3789.99,3622.76,3779.54,3660.02,661.63639
39,1506297600,3979.87,3653.69,3660.02,3920.75,727.994713
40,1506384000,3976.99,3850.05,3928.0,3882.35,526.727987
41,1506470400,4249.94,3872.81,3882.36,4193.0,628.170966
42,1506556800,4300.0,4101.0,4192.11,4174.5,849.785325
43,1506643200,4263.86,3952.01,4178.98,4174.69,1602.309565
44,1506729600,4380.0,4138.1,4175.0,4378.51,720.353183
45,1506816000,4406.52,4240.04,4378.49,4378.48,726.963685
46,1506902400,4561.63,4360.0,4400.0,4380.0,655.756974
47,1506988800,4467.33,4180.8,4380.0,4310.0,1082.323563
48,1507075200,4373.0,4142.0,4314.9,4208.59,868.465101
49,1507161600,4355.0,4110.0,4208.59,4292.43,779.138638
50,1507248000,4417.0,4292.0,4318.99,4369.0,506.529176
51,1507334400,4479.5,4312.56,4369.0,4423.0,297.5975
52,1507420800,4658.0,4425.0,4425.0,4640.0,518.462004
53,1507507200,4889.98,4550.0,4640.0,4786.95,646.463145
54,1507593600,4960.0,4680.59,4786.95,4783.06,1043.221773
55,1507680000,4881.61,4710.0,4783.06,4821.43,753.429396
56,1507766400,5439.99,4810.16,4821.43,5430.0,1276.701482
57,1507852800,5846.17,5379.84,5439.99,5649.98,1879.82762
58,1507939200,5900.0,5580.01,5650.0,5869.99,970.759046
59,1508025600,5922.3,5400.01,5855.03,5709.99,1343.523375
60,1508112000,5788.91,5585.19,5710.0,5760.02,1528.996462
61,1508198400,5774.98,5508.63,5760.0,5595.0,1429.869376
62,1508284800,5596.0,5037.95,5595.0,5512.06,2317.804373
63,1508371200,5710.0,5490.26,5513.0,5683.9,1881.722107
64,1508457600,6110.0,5600.0,5683.31,6010.01,1972.97722
65,1508544000,6171.0,5850.03,6013.72,6024.97,1664.307693
66,1508630400,6060.0,5720.03,6003.27,5950.02,1362.092216
67,1508716800,6080.0,5621.03,5975.0,5915.93,1812.557715
68,1508803200,5925.0,5450.0,5909.47,5477.03,2580.418767
69,1508889600,5704.96,5286.98,5506.92,5689.99,2282.813205
70,1508976000,5939.99,5650.0,5670.1,5861.77,1972.965882
71,1509062400,5980.0,5649.24,5861.77,5768.83,1403.706416
72,1509148800,5850.02,5630.03,5768.79,5719.64,1276.754412
73,1509235200,6189.88,5648.01,5709.98,6169.98,1804.778173
74,1509321600,6248.68,6030.0,6133.01,6120.5,1473.687043
75,1509408000,6498.01,6100.0,6120.52,6463.0,1511.774925
76,1509494400,6774.67,6338.02,6463.0,6753.98,1675.615188
77,1509580800,7300.0,6685.1,6753.98,7019.98,2503.610803
78,1509667200,7346.34,6923.0,7010.31,7115.04,1891.497592
79,1509753600,7480.99,6901.0,7115.02,7357.09,1399.191767
80,1509840000,7590.25,7279.02,7357.27,7345.01,1207.83233
81,1509926400,7401.0,6906.0,7345.1,6960.12,1763.019261
82,1510012800,7198.49,6901.0,6981.72,7064.04,1440.259494
83,1510099200,7770.02,6651.0,7070.0,7303.0,2822.298802
84,1510185600,7392.0,7015.0,7303.01,7079.99,1913.398308
85,1510272000,7279.91,6255.01,7079.0,6506.98,3254.704105
86,1510358400,6797.98,6100.0,6503.0,6245.05,2754.156861
87,1510444800,6630.0,5325.01,6245.05,5811.03,4968.483069
88,1510531200,6697.47,5699.99,5839.94,6465.99,2621.243039
89,1510617600,6684.98,6311.07,6465.99,6574.99,1254.292531
90,1510704000,7298.0,6575.99,6575.99,7240.06,1779.605845
91,1510790400,7940.0,7076.0,7240.14,7864.5,2331.95675
92,1510876800,7989.0,7451.0,7876.98,7699.19,3982.395925
93,1510963200,7819.99,7422.0,7680.01,7761.94,3954.266477
94,1511049600,8123.15,7650.33,7761.94,8038.0,3867.340444
95,1511136000,8319.99,7954.0,8057.11,8212.0,3886.634348
96,1511222400,8400.0,7801.0,8212.49,8119.51,4544.474016
97,1511308800,8322.68,8091.09,8091.09,8205.92,3545.00571
98,1511395200,8260.0,8000.0,8233.03,8019.99,4093.952687
99,1511481600,8369.0,7850.0,8019.97,8138.0,4411.789112
100,1511568000,8734.78,8090.0,8138.99,8700.01,4292.623682
101,1511654400,9350.0,8604.72,8700.04,9128.02,4147.380237
102,1511740800,9654.28,9112.04,9128.0,9650.0,4521.625707
103,1511827200,9939.0,9570.5,9650.0,9896.8,4917.210985
104,1511913600,11300.03,8520.0,9896.79,9687.88,13352.538715
105,1512000000,10900.0,8850.8,9687.88,9838.96,9389.574329
106,1512086400,10898.0,9380.0,9837.0,10782.99,6134.923633
107,1512172800,11190.0,10620.0,10775.04,10890.01,4765.439757
108,1512259200,11825.0,10500.0,10902.69,11165.41,5346.636524
109,1512345600,11600.0,10802.0,11165.41,11579.0,4663.424562
110,1512432000,11853.0,11447.68,11571.03,11699.99,5550.732055
111,1512518400,13615.23,11665.58,11699.99,13550.05,6707.946319
112,1512604800,16649.96,13050.0,13541.01,16599.0,7487.065695
113,1512691200,17204.99,14015.0,16599.0,15880.0,17589.013136
114,1512777600,16269.3,12535.0,15880.01,14656.07,13918.758687
115,1512864000,15720.12,12368.0,14664.01,14899.98,16553.037173
116,1512950400,17470.0,14901.08,14946.26,16587.97,11820.401762
